batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jose Trevino,624431,6,2022–2025,0.5,1,0.55,0.429,0.071,87.8
Nathaniel Lowe,663993,10,2023–2026,0.4,2,0.499,0.333,0.077,89.6
Spencer Steer,668715,14,2022–2026,0.286,1,0.374,0.308,0.294,85.2
Sal Stewart,701398,3,2025–2026,0.0,0,0.339,0.5,0.286,100.2
Noelvi Marte,682622,13,2023–2025,0.308,0,0.295,0.167,0.15,82.1
Tyler Stephenson,663886,8,2023–2026,0.25,0,0.266,0.4,0.353,89.2
Elly De La Cruz,682829,18,2023–2026,0.222,0,0.264,0.474,0.227,89.9
TJ Friedl,670770,19,2022–2025,0.211,0,0.263,0.421,0.114,85.4
Dane Myers,667472,5,2023–2026,0.0,0,0.248,0.4,0.077,86.8
Eugenio Suárez,553993,5,2025–2026,0.2,0,0.188,0.4,0.222,92.4
Ke'Bryan Hayes,663647,13,2022–2025,0.231,0,0.149,0.273,0.136,82.6
JJ Bleday,668709,3,2026,0.0,0,0.078,0.0,0.143,77.0
