batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ceddanne Rafaela,678882,7,2023–2026,0.571,0,0.538,0.8,0.125,95.3
Willson Contreras,575929,9,2023–2026,0.222,0,0.471,0.5,0.235,92.6
Trevor Story,596115,9,2020–2026,0.333,0,0.325,0.167,0.35,91.0
Isiah Kiner-Falefa,643396,16,2020–2026,0.125,0,0.271,0.105,0.083,82.7
Carlos Narváez,665966,2,2026,0.0,0,0.234,1.0,0.167,98.0
Wilyer Abreu,677800,4,2025–2026,0.0,0,0.233,0.2,0.2,73.2
Caleb Durbin,702332,5,2025–2026,0.2,0,0.201,0.25,0.286,93.2
Roman Anthony,701350,6,2025–2026,0.167,0,0.192,0.4,0.2,90.1
Andruw Monasterio,655316,3,2026,0.0,0,0.131,1.0,0.429,102.2
Connor Wong,657136,2,2023–2025,0.0,0,0.106,0.25,0.0,88.3
