batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Carson Benge,701807,1,2026,1.0,0,0.808,0.0,0.0,89.9
Bo Bichette,666182,1,2026,0.0,0,0.79,1.0,0.0,109.0
Luis Torrens,620443,1,2024–2026,1.0,0,0.547,1.0,0.0,97.9
Juan Soto,665742,6,2023–2026,0.5,0,0.515,0.6,0.0,92.8
Francisco Lindor,596019,4,2018–2026,0.25,0,0.345,0.5,0.417,90.6
Brett Baty,683146,1,2026,0.0,0,0.174,0.0,0.0,51.5
Cristian Pache,665506,1,2022,0.0,0,0.135,1.0,0.5,98.3
A.J. Ewing,805999,1,2026,1.0,0,0.111,0.0,0.333,55.5
Christopher Morel,666624,4,2022–2025,0.25,0,0.084,0.5,0.636,100.1
Marcus Semien,543760,2,2023–2026,0.0,0,0.0,,0.0,
