batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Noelvi Marte,682622,2,2024,0.0,0,0.521,0.5,0.0,92.8
Dane Myers,667472,3,2025,0.667,0,0.5,0.333,0.0,88.7
Spencer Steer,668715,15,2022–2026,0.467,1,0.48,0.5,0.075,91.8
JJ Bleday,668709,7,2022–2026,0.143,1,0.468,0.375,0.105,89.2
Sal Stewart,701398,3,2026,0.0,0,0.35,0.333,0.2,91.4
Elly De La Cruz,682829,15,2023–2026,0.067,0,0.319,0.267,0.306,89.6
Tyler Stephenson,663886,19,2021–2026,0.316,1,0.29,0.389,0.111,87.1
Eugenio Suárez,553993,13,2019–2024,0.077,1,0.288,0.25,0.333,87.4
Nathaniel Lowe,663993,9,2020–2026,0.111,0,0.199,0.333,0.348,91.2
Matt McLain,680574,7,2023–2026,0.286,0,0.171,0.333,0.318,83.1
Jose Trevino,624431,1,2023,0.0,0,,0.0,0.0,56.0
