batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Seiya Suzuki,673548,13,2025–2026,0.308,2,0.474,0.5,0.219,94.3
Matt Shaw,807713,5,2025–2026,0.2,0,0.366,0.25,0.158,82.1
Miguel Amaya,665804,2,2026,0.0,0,0.296,0.0,0.0,83.2
Michael Busch,683737,12,2025–2026,0.25,0,0.291,0.5,0.346,93.2
Nico Hoerner,663538,10,2025–2026,0.3,0,0.279,0.5,0.125,84.0
Carson Kelly,608348,9,2025–2026,0.111,0,0.191,0.5,0.071,88.8
Alex Bregman,608324,6,2026,0.167,0,0.162,0.5,0.286,93.6
Tyrone Taylor,621438,2,2025,0.0,0,0.134,0.0,0.0,77.6
Pete Crow-Armstrong,691718,12,2025–2026,0.0,0,0.133,0.667,0.474,80.3
Ian Happ,664023,14,2025–2026,0.071,0,0.092,0.0,0.424,81.4
Michael Conforto,624424,3,2025,0.0,0,0.024,0.0,0.6,51.7
