batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Andrew Vaughn,683734,2,2020–2023,0.5,0,0.576,0.5,0.0,89.8
Brice Turang,668930,3,2023–2024,0.667,1,0.575,0.333,0.2,92.7
Garrett Mitchell,669003,1,2024,0.0,0,0.55,1.0,0.0,102.7
Sal Frelick,686217,2,2023–2024,0.0,0,0.432,0.5,0.25,88.0
David Hamilton,666152,2,2024,0.5,0,0.396,0.0,0.0,80.2
Christian Yelich,592885,3,2023–2024,0.333,0,0.291,0.0,0.286,69.8
William Contreras,661388,4,2023–2024,0.25,0,0.206,0.667,0.182,95.6
Jake Bauers,641343,3,2020–2024,0.0,0,0.118,0.333,0.143,87.8
Gary Sánchez,596142,3,2023,0.0,0,0.002,0.0,0.375,79.3
Luis Rengifo,650859,1,2024,0.0,0,0.0,,0.5,
