batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jose Trevino,624431,1,2024,1.0,0,0.667,1.0,0.0,102.5
Dane Myers,667472,9,2024–2026,0.444,0,0.426,0.143,0.154,82.6
JJ Bleday,668709,12,2022–2026,0.5,1,0.391,0.5,0.235,91.1
Tyler Stephenson,663886,12,2023–2026,0.5,0,0.384,0.5,0.292,89.2
Eugenio Suárez,553993,12,2023–2026,0.167,0,0.334,0.444,0.269,89.1
Elly De La Cruz,682829,9,2025–2026,0.333,0,0.308,0.375,0.25,93.6
TJ Friedl,670770,9,2023–2025,0.222,0,0.306,0.667,0.312,97.9
Edwin Arroyo,695490,2,2026,0.0,0,0.244,0.5,0.0,92.6
Matt McLain,680574,7,2025–2026,0.429,0,0.189,0.25,0.308,77.1
Sal Stewart,701398,5,2026,0.2,0,0.164,0.0,0.222,93.1
