batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Drake Baldwin,686948,4,2025–2026,0.25,0,0.544,0.5,0.429,91.6
Austin Riley,663586,7,2020–2026,0.286,2,0.507,0.6,0.353,95.9
Dominic Smith,642086,4,2025–2026,0.5,1,0.474,0.25,0.2,92.6
Matt Olson,621566,6,2020–2026,0.0,0,0.3,0.667,0.6,101.4
Joey Bart,663698,5,2022–2026,0.2,0,0.279,0.333,0.143,89.0
Michael Harris II,671739,6,2025–2026,0.167,0,0.267,0.75,0.182,100.4
Ozzie Albies,645277,6,2019–2026,0.0,0,0.267,0.75,0.35,89.6
Mauricio Dubón,643289,5,2019–2026,0.2,0,0.169,0.25,0.143,84.9
Kyle Farmer,571657,3,2025,0.333,0,0.147,0.0,0.0,74.0
Jim Jarvis,805347,1,2026,1.0,0,0.088,1.0,0.0,97.9
Jorge Mateo,622761,1,2021,0.0,0,0.048,0.0,0.0,79.2
Eli White,642201,3,2025,0.0,0,0.0,,0.222,
