batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Christian Walker,572233,2,2026,0.5,0,0.601,0.5,0.333,99.5
Yainer Diaz,673237,3,2024–2026,0.667,1,0.598,0.333,0.143,93.6
Jeremy Peña,665161,8,2022–2024,0.5,0,0.5,0.625,0.0,96.6
Yordan Alvarez,670541,12,2021–2026,0.333,1,0.424,0.556,0.24,97.1
Nick Allen,669397,3,2025–2026,0.333,0,0.383,0.0,0.111,79.6
Jose Altuve,514888,12,2021–2026,0.333,1,0.35,0.417,0.067,85.5
Daulton Varsho,662139,17,2023–2026,0.235,0,0.298,0.231,0.171,79.5
Cam Smith,701358,2,2026,0.0,0,0.254,0.5,0.0,94.1
Isaac Paredes,670623,3,2026,0.0,0,0.25,0.333,0.0,86.6
Christian Vázquez,543877,12,2021–2025,0.25,0,0.222,0.545,0.182,95.0
Taylor Trammell,666211,2,2026,0.0,0,0.044,0.0,0.429,88.6
LaMonte Wade Jr.,664774,2,2026,0.0,0,0.003,0.0,0.667,93.8
