batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Travis Bazzana,683953,2,2026,0.5,0,1.035,0.5,0.0,85.8
Brayan Rocchio,677587,1,2026,1.0,0,0.626,1.0,0.0,100.7
Jo Adell,666176,22,2020–2024,0.273,1,0.367,0.467,0.35,93.7
José Ramírez,608070,15,2019–2026,0.4,1,0.315,0.5,0.105,90.5
Nathaniel Lowe,663993,33,2021–2026,0.273,1,0.304,0.462,0.188,92.3
Steven Kwan,680757,5,2022–2026,0.0,0,0.294,0.25,0.125,82.7
Angel Martínez,682657,3,2026,0.333,0,0.262,0.333,0.0,90.2
Austin Hedges,595978,7,2021–2026,0.0,0,0.258,0.143,0.0,84.2
Rhys Hoskins,656555,12,2022–2026,0.167,0,0.254,0.5,0.25,91.3
Patrick Bailey,672275,2,2024,0.0,0,0.142,0.5,0.0,89.6
Chase DeLauter,800050,3,2026,0.0,0,0.031,0.0,0.0,72.2
