batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Will Smith,669257,4,2023–2025,0.25,0,0.568,0.5,0.286,87.6
Freddie Freeman,518692,5,2025,0.0,0,0.423,0.5,0.25,97.4
Teoscar Hernández,606192,7,2023–2026,0.286,0,0.404,0.8,0.231,101.6
Max Muncy,571970,4,2023–2025,0.5,1,0.364,0.8,0.143,95.5
Kyle Tucker,663656,1,2023,0.0,0,0.355,1.0,0.0,100.7
Shohei Ohtani,660271,3,2025–2026,0.0,0,0.319,0.667,0.333,88.6
Miguel Rojas,500743,2,2023–2025,0.0,0,0.218,0.0,0.167,79.1
Alex Call,669743,5,2024–2025,0.2,0,0.216,0.5,0.143,93.1
Mookie Betts,605141,3,2025,0.333,0,0.215,0.667,0.0,94.4
Andy Pages,681624,5,2025–2026,0.2,0,0.0,0.5,0.091,90.2
Santiago Espinal,669289,4,2024–2026,0.0,0,0.0,1.0,0.167,95.9
Dalton Rushing,687221,1,2026,0.0,0,,,0.0,
Hyeseong Kim,808975,1,2026,1.0,0,,0.0,0.0,86.3
