batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jake Bauers,641343,1,2024–2025,0.0,0,0.44,0.0,0.0,54.5
Garrett Mitchell,669003,2,2025,0.0,0,0.424,1.0,0.5,110.6
Christian Yelich,592885,4,2023–2025,0.25,0,0.419,0.333,0.0,91.2
Brice Turang,668930,8,2023–2025,0.25,0,0.318,0.125,0.133,79.9
David Hamilton,666152,2,2024–2025,0.0,0,0.309,0.5,0.0,90.0
Gary Sánchez,596142,5,2017–2026,0.0,0,0.287,0.333,0.4,82.9
William Contreras,661388,6,2022–2025,0.0,0,0.262,0.2,0.167,80.0
Joey Ortiz,687401,5,2024–2025,0.2,0,0.23,0.0,0.1,78.3
Andrew Vaughn,683734,3,2024–2026,0.0,0,0.081,0.0,0.5,79.7
Jackson Chourio,694192,3,2024,0.0,0,0.056,0.0,0.6,78.6
Cooper Pratt,806198,1,2026,1.0,0,,0.0,0.0,87.1
