batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Bryce Johnson,669369,2,2025,1.0,0,0.582,0.5,0.25,71.4
Fernando Tatis Jr.,665487,4,2025,0.0,0,0.555,0.75,0.0,93.9
Miguel Andujar,609280,9,2022–2025,0.667,0,0.503,0.375,0.2,88.4
Ty France,664034,1,2024,0.0,0,0.503,1.0,0.0,104.9
Xander Bogaerts,593428,6,2024–2025,0.0,0,0.421,0.6,0.111,89.1
Manny Machado,592518,5,2023–2025,0.4,1,0.398,0.6,0.111,93.4
Jackson Merrill,701538,6,2024–2025,0.5,0,0.366,0.25,0.2,82.3
Freddy Fermin,666023,5,2024–2025,0.2,1,0.354,0.2,0.2,88.2
Nick Castellanos,592206,8,2022–2025,0.25,0,0.191,0.4,0.235,90.4
Gavin Sheets,657757,2,2024,0.0,0,0.142,0.5,0.0,87.3
Ramón Laureano,657656,4,2024–2025,0.0,0,0.068,0.5,0.286,87.9
