batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dillon Dingler,693307,2,2025,0.5,0,0.653,1.0,0.333,106.7
Matt Vierling,663837,3,2023–2026,0.333,0,0.636,1.0,0.25,99.6
Spencer Torkelson,679529,9,2022–2025,0.0,0,0.249,0.5,0.118,89.8
Kerry Carpenter,681481,8,2023–2025,0.125,0,0.205,0.2,0.25,85.7
Riley Greene,682985,9,2022–2026,0.222,1,0.178,1.0,0.389,104.0
Javier Báez,595879,20,2019–2023,0.15,0,0.145,0.333,0.471,87.2
Gleyber Torres,650402,8,2022–2025,0.125,0,0.1,0.25,0.333,79.4
Jake Rogers,668670,5,2023–2026,0.0,0,0.09,0.0,0.467,78.8
Colt Keith,690993,3,2025,0.0,0,0.04,0.0,0.4,81.5
Kevin McGonigle,805808,1,2026,0.0,0,,0.0,0.2,71.4
Wenceel Pérez,672761,2,2026,0.5,0,,1.0,0.0,98.0
