batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Stuart Fairchild,656413,1,2025,0.0,0,0.418,0.0,0.333,74.9
Randy Arozarena,668227,14,2024–2026,0.286,1,0.405,0.273,0.188,84.0
Jhonny Pereda,640902,1,2026,0.0,0,0.404,1.0,0.0,99.4
Taylor Ward,621493,12,2018–2025,0.167,0,0.399,0.4,0.259,89.2
Weston Wilson,642215,2,2025,0.0,0,0.381,0.5,0.333,78.8
Julio Rodríguez,677594,17,2022–2026,0.235,2,0.337,0.8,0.444,97.8
J.P. Crawford,641487,16,2019–2026,0.188,0,0.322,0.5,0.265,88.6
Dominic Canzone,686527,2,2025,0.0,0,0.292,1.0,0.0,97.8
Josh Naylor,647304,6,2025–2026,0.167,0,0.275,0.25,0.545,81.2
Cole Young,702284,4,2025–2026,0.25,0,0.197,0.0,0.2,85.4
Cal Raleigh,663728,10,2024–2025,0.0,0,0.12,0.167,0.474,75.0
