batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Christian Encarnacion-Strand,687952,2,2023,0.5,1,0.919,1.0,0.667,105.6
Jeremiah Jackson,669236,1,2026,1.0,0,0.723,0.0,0.0,78.5
Pete Alonso,624413,4,2025–2026,0.5,1,0.61,0.667,0.333,102.6
Tyler O'Neill,641933,6,2021–2026,0.167,1,0.455,0.333,0.333,99.2
Colton Cowser,681297,5,2023–2024,0.2,0,0.382,0.2,0.1,75.6
Coby Mayo,691723,5,2025–2026,0.2,0,0.373,0.75,0.222,94.2
Gunnar Henderson,683002,15,2023–2026,0.133,1,0.352,0.4,0.357,86.4
Jackson Holliday,702616,6,2025,0.167,0,0.266,0.5,0.143,90.6
Dylan Beavers,687637,2,2026,0.0,0,0.254,0.5,0.25,78.2
Leody Taveras,665750,10,2023–2025,0.1,0,0.152,0.125,0.231,82.4
Carlos Narváez,665966,5,2026,0.0,0,0.008,0.0,0.455,86.0
