batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jazz Chisholm Jr.,665862,3,2021,0.333,1,0.66,0.5,0.6,98.3
Jasson Domínguez,691176,3,2025,0.0,0,0.582,1.0,0.25,102.7
Randal Grichuk,545341,12,2015–2022,0.333,1,0.524,0.556,0.2,94.2
Trent Grisham,663757,6,2022–2025,0.167,1,0.514,0.333,0.4,97.7
Giancarlo Stanton,519317,18,2015–2018,0.333,3,0.511,0.667,0.378,97.1
Ryan McMahon,641857,7,2021–2022,0.143,1,0.398,0.75,0.476,100.9
Aaron Judge,592450,6,2017–2025,0.167,0,0.396,0.833,0.235,102.1
Paul Goldschmidt,502671,8,2015–2019,0.125,0,0.272,0.0,0.3,84.3
Cody Bellinger,641355,16,2017–2025,0.25,2,0.268,0.25,0.4,90.6
José Caballero,676609,2,2025,0.0,0,0.156,0.0,0.2,71.1
Ben Rice,700250,3,2025,0.0,0,0.077,0.0,0.5,75.6
Austin Wells,669224,3,2025,0.0,0,0.0,,0.625,
