batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jorge Soler,624585,8,2015–2025,0.375,1,0.508,0.571,0.368,93.9
Adam Frazier,624428,12,2017–2025,0.417,0,0.462,0.1,0.294,85.2
Mike Trout,545361,5,2017–2025,0.4,0,0.373,0.667,0.35,95.6
Zach Neto,687263,7,2025,0.429,1,0.327,0.5,0.35,93.8
Jo Adell,666176,5,2025,0.0,0,0.275,0.4,0.353,84.9
Logan O'Hoppe,681351,5,2025,0.2,0,0.213,0.667,0.5,97.4
Nolan Schanuel,694384,5,2025,0.0,0,0.132,0.0,0.231,71.9
Oswald Peraza,672724,1,2023,0.0,0,0.127,0.0,0.0,91.8
Vaughn Grissom,687093,3,2022,0.333,0,0.062,0.0,0.222,76.7
Yoán Moncada,660162,3,2025,0.0,0,0.057,1.0,0.143,98.0
Jose Siri,642350,4,2021,0.0,0,,0.0,0.333,
