batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Trevor Story,596115,8,2018–2025,0.375,1,0.486,0.833,0.211,99.5
Jarren Duran,680776,5,2023–2025,0.4,1,0.427,0.429,0.053,86.2
Willson Contreras,575929,19,2017–2025,0.158,1,0.318,0.438,0.27,84.5
Masataka Yoshida,807799,5,2023–2024,0.2,0,0.256,0.0,0.0,71.6
Ceddanne Rafaela,678882,5,2024–2025,0.4,0,0.212,0.25,0.273,80.6
Connor Wong,657136,5,2023–2024,0.2,0,0.165,0.0,0.273,72.9
Isiah Kiner-Falefa,643396,2,2025,0.5,0,0.092,0.0,0.0,66.9
Carlos Narváez,665966,2,2025,0.0,0,0.058,0.0,0.5,76.4
Wilyer Abreu,677800,3,2025,0.0,0,0.002,1.0,0.25,97.5
Andruw Monasterio,655316,2,2023,0.0,0,0.0,,0.5,
Marcelo Mayer,691785,2,2025,0.0,0,0.0,,0.571,
Mickey Gasper,681508,3,2025,0.0,0,,0.0,0.25,76.9
