batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nicky Lopez,670032,0,2023,,0,0.696,,,
Jake Burger,669394,4,2025,0.75,0,0.392,0.75,0.286,94.1
Josh Smith,669701,8,2024–2025,0.125,0,0.368,0.429,0.273,87.6
Joc Pederson,592626,9,2023–2025,0.111,0,0.358,0.429,0.071,95.5
Kyle Higashioka,543309,6,2023–2025,0.333,0,0.239,0.25,0.4,74.3
Evan Carter,694497,7,2024–2025,0.143,0,0.227,0.429,0.0,93.3
Brandon Nimmo,607043,4,2023–2024,0.25,0,0.205,0.333,0.167,90.9
Josh Jung,673962,8,2023–2025,0.125,0,0.156,0.667,0.316,91.1
Alejandro Osuna,696030,2,2025,0.0,0,0.124,0.0,0.0,82.5
Elias Díaz,553869,3,2023–2025,0.333,0,0.0,0.0,0.667,
