batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Anthony Volpe,683011,8,2023–2025,0.125,0,0.368,0.714,0.118,92.5
Jazz Chisholm Jr.,665862,9,2023–2026,0.0,0,0.343,0.429,0.4,87.7
Cody Bellinger,641355,10,2017–2026,0.3,1,0.337,0.429,0.286,91.0
Austin Wells,669224,8,2024–2026,0.0,0,0.326,0.429,0.182,89.4
Paul Goldschmidt,502671,12,2016–2025,0.167,0,0.313,0.3,0.429,87.5
Amed Rosario,642708,15,2018–2026,0.133,0,0.302,0.421,0.184,90.9
Trent Grisham,663757,5,2019–2026,0.0,0,0.296,0.4,0.0,91.9
Aaron Judge,592450,18,2017–2026,0.111,0,0.279,0.385,0.4,93.3
Ryan McMahon,641857,9,2019–2023,0.111,0,0.249,0.2,0.419,87.6
Ben Rice,700250,6,2025–2026,0.167,1,0.232,0.4,0.3,87.6
José Caballero,676609,7,2024–2026,0.143,0,0.204,0.25,0.391,76.8
Max Schuemann,680474,2,2025,0.0,0,0.14,1.0,0.0,97.7
