batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Marcell Ozuna,542303,3,2022–2025,0.333,0,0.498,0.333,0.143,79.0
Oneil Cruz,665833,10,2022–2025,0.2,0,0.45,0.778,0.15,105.8
Henry Davis,680779,3,2025,0.333,1,0.441,0.5,0.062,88.3
Ryan O'Hearn,656811,5,2023–2025,0.2,1,0.435,0.25,0.25,91.1
Joey Bart,663698,4,2022–2024,0.0,0,0.331,0.75,0.091,95.8
Bryan Reynolds,668804,21,2022–2025,0.19,2,0.262,0.333,0.191,90.4
Nick Gonzales,693304,7,2024–2025,0.0,0,0.259,0.429,0.105,88.0
Spencer Horwitz,687462,6,2025,0.333,0,0.193,0.5,0.333,89.4
Brandon Lowe,664040,1,2023,1.0,0,0.173,0.0,0.333,83.8
Billy Cook,695257,2,2024,0.0,0,0.079,0.0,0.25,81.6
Nick Yorke,694377,3,2024,0.0,0,0.047,0.0,0.143,69.6
