batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Miguel Amaya,665804,4,2024–2026,0.5,0,0.472,0.25,0.364,83.0
Ian Happ,664023,8,2024–2026,0.375,1,0.461,0.429,0.273,94.3
Carson Kelly,608348,2,2026,0.5,0,0.436,1.0,0.333,103.1
Alex Bregman,608324,7,2024–2026,0.571,0,0.395,0.375,0.091,87.4
Seiya Suzuki,673548,3,2024–2026,0.333,0,0.389,0.5,0.0,89.7
Dansby Swanson,621020,5,2021–2026,0.0,0,0.274,0.5,0.353,93.6
Michael Conforto,624424,2,2025,0.0,0,0.256,0.0,0.333,88.1
Nico Hoerner,663538,7,2024–2026,0.286,1,0.166,0.167,0.125,85.1
Pete Crow-Armstrong,691718,5,2024–2026,0.0,0,0.114,0.0,0.556,68.4
Matt Shaw,807713,2,2026,0.0,0,0.024,0.0,0.6,70.4
