batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Nico Hoerner,663538,5,2022–2024,0.4,0,0.488,0.8,0.0,100.4
Michael Conforto,624424,9,2019–2025,0.222,2,0.408,0.625,0.133,96.1
Ian Happ,664023,7,2018–2024,0.286,0,0.368,0.75,0.438,92.6
Dansby Swanson,621020,18,2018–2024,0.222,0,0.345,0.353,0.226,88.8
Alex Bregman,608324,4,2018–2020,0.25,0,0.333,0.25,0.0,85.5
Carson Kelly,608348,10,2019–2022,0.2,0,0.316,0.455,0.261,88.4
Pete Crow-Armstrong,691718,2,2024,0.5,0,0.296,0.0,0.0,62.2
Seiya Suzuki,673548,5,2022–2024,0.2,0,0.264,1.0,0.636,96.7
Michael Busch,683737,2,2024,1.0,1,0.26,0.5,0.0,95.1
Miguel Amaya,665804,2,2024,0.0,0,0.03,0.0,0.4,82.6
