batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Lenyn Sosa,672820,5,2024–2025,0.6,0,0.614,0.6,0.222,91.5
Daulton Varsho,662139,5,2024–2026,0.8,0,0.439,0.8,0.0,103.7
Vladimir Guerrero Jr.,665489,5,2025–2026,0.6,0,0.389,0.833,0.182,99.9
George Springer,543807,6,2024–2025,0.167,1,0.385,0.167,0.091,88.5
Jesús Sánchez,660821,2,2026,0.5,0,0.374,1.0,0.143,102.8
Kazuma Okamoto,672960,2,2026,0.0,0,0.372,0.5,0.0,90.0
Addison Barger,680718,5,2024–2025,0.4,0,0.284,0.6,0.0,96.3
Brandon Valenzuela,678218,2,2026,0.0,0,0.24,0.5,0.333,96.4
Ernie Clement,676391,6,2024–2026,0.333,0,0.223,0.143,0.071,82.7
Andrés Giménez,665926,2,2026,0.0,0,0.174,0.5,0.0,93.0
Davis Schneider,676914,2,2025,0.0,0,0.01,0.0,0.333,85.8
