batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
James McCann,543510,3,2020–2023,0.333,0,0.522,0.0,0.0,78.4
Ketel Marte,606466,16,2019–2025,0.312,2,0.494,0.462,0.24,94.3
Lourdes Gurriel Jr.,666971,11,2019–2026,0.182,2,0.424,0.3,0.222,89.4
Corbin Carroll,682998,8,2023–2024,0.375,1,0.422,0.429,0.125,96.1
Geraldo Perdomo,672695,7,2022–2025,0.0,0,0.367,0.375,0.214,84.1
Gabriel Moreno,672515,9,2023–2026,0.556,0,0.343,0.333,0.0,90.3
Nolan Arenado,571448,12,2019–2025,0.333,1,0.279,0.364,0.053,85.1
Ildemaro Vargas,545121,4,2020–2022,0.25,0,0.213,0.333,0.25,101.9
Pavin Smith,656976,2,2025,0.0,0,0.081,0.5,0.0,87.6
Ryan Waldschmidt,814439,1,2026,0.0,0,0.0,,,
Lars Nootbaar,663457,2,2025,0.5,0,,1.0,0.571,112.2
