batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Roman Anthony,701350,2,2025,0.5,0,0.525,1.0,0.429,105.0
Isiah Kiner-Falefa,643396,8,2018–2025,0.5,0,0.522,0.667,0.333,96.5
Jarren Duran,680776,2,2025,0.0,0,0.429,1.0,0.667,97.4
Masataka Yoshida,807799,4,2023–2025,0.5,0,0.359,0.25,0.0,87.4
Willson Contreras,575929,11,2020–2025,0.273,1,0.345,0.5,0.393,94.2
Ceddanne Rafaela,678882,5,2023–2025,0.2,0,0.313,0.0,0.4,82.8
Trevor Story,596115,10,2021–2025,0.2,1,0.307,0.75,0.571,96.0
Andruw Monasterio,655316,7,2023–2025,0.143,0,0.219,0.333,0.364,90.8
Caleb Durbin,702332,2,2025,0.0,0,0.092,0.0,0.0,74.5
Connor Wong,657136,2,2025,0.0,0,0.043,1.0,0.667,95.4
Wilyer Abreu,677800,2,2025,0.5,0,0.023,0.0,0.2,81.5
