batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
David Fry,681807,5,2023–2026,0.8,0,0.597,0.4,0.167,85.0
Chase DeLauter,800050,3,2026,0.667,0,0.475,0.5,0.25,97.2
José Ramírez,608070,8,2023–2026,0.625,0,0.4,0.571,0.077,96.2
Brayan Rocchio,677587,2,2026,0.5,0,0.372,0.5,0.333,85.2
Jo Adell,666176,5,2025–2026,0.4,0,0.309,0.333,0.1,83.4
Nathaniel Lowe,663993,6,2022–2024,0.167,0,0.186,0.8,0.182,97.8
Austin Hedges,595978,4,2025–2026,0.25,0,0.16,0.333,0.167,83.9
Steven Kwan,680757,6,2023–2025,0.167,0,0.149,0.0,0.143,87.3
Angel Martínez,682657,2,2025,0.0,0,0.142,0.0,0.0,82.7
Travis Bazzana,683953,3,2026,0.0,0,0.0,,0.429,
