batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Colt Keith,690993,7,2024–2026,0.429,1,0.545,0.571,0.0,90.9
Kevin McGonigle,805808,3,2026,0.333,0,0.49,0.5,0.182,100.4
Brett Callahan,814430,2,2026,0.5,0,0.322,0.0,0.0,82.4
Dillon Dingler,693307,5,2024–2026,0.4,0,0.318,0.0,0.333,80.4
Zach McKinstry,656716,8,2024–2026,0.25,0,0.311,0.125,0.0,87.4
Javier Báez,595879,5,2025–2026,0.2,0,0.302,0.6,0.0,89.6
Gleyber Torres,650402,6,2025–2026,0.167,0,0.253,0.6,0.091,86.4
Riley Greene,682985,4,2024–2026,0.0,0,0.248,0.667,0.5,94.0
Spencer Torkelson,679529,10,2024–2026,0.1,0,0.175,0.143,0.273,90.1
Max Clark,703601,2,2026,0.5,0,0.025,0.0,0.0,86.1
