batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Harris II,671739,5,2024–2025,0.2,0,0.593,0.6,0.3,100.2
Austin Riley,663586,6,2021–2025,0.667,1,0.487,0.667,0.133,99.5
Mike Yastrzemski,573262,6,2024–2025,0.333,1,0.484,0.5,0.0,90.6
Mauricio Dubón,643289,9,2023–2025,0.333,1,0.44,0.444,0.056,92.0
Matt Olson,621566,17,2018–2025,0.235,2,0.425,0.5,0.351,94.6
Eli White,642201,4,2023–2025,0.0,0,0.253,0.667,0.2,101.6
Ha-Seong Kim,673490,6,2021,0.0,0,0.237,0.2,0.091,86.6
Jorge Mateo,622761,8,2021–2025,0.125,0,0.219,0.25,0.368,88.2
Dominic Smith,642086,9,2021–2024,0.0,0,0.21,0.375,0.222,90.4
Sandy León,506702,13,2015–2021,0.0,0,0.202,0.111,0.235,88.8
Ozzie Albies,645277,6,2021–2025,0.0,0,0.146,0.2,0.333,85.9
