batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Eli White,642201,5,2025,0.2,0,0.798,0.8,0.143,99.5
Austin Riley,663586,9,2021–2025,0.444,1,0.521,0.75,0.333,100.7
Matt Olson,621566,15,2022–2025,0.4,1,0.448,0.5,0.182,91.3
Ronald Acuña Jr.,660670,9,2023–2025,0.333,1,0.408,0.667,0.308,100.0
Jorge Mateo,622761,4,2022–2023,0.0,0,0.383,0.5,0.143,94.1
Ozzie Albies,645277,11,2021–2025,0.455,0,0.356,0.333,0.208,87.6
Kyle Farmer,571657,7,2022–2025,0.286,1,0.346,0.429,0.25,88.3
Dominic Smith,642086,6,2023,0.333,0,0.241,0.0,0.0,80.2
Mike Yastrzemski,573262,3,2022–2025,0.0,0,0.222,0.0,0.111,90.6
Drake Baldwin,686948,3,2025,0.667,0,0.221,0.667,0.143,101.1
Michael Harris II,671739,11,2023–2025,0.182,0,0.119,0.2,0.743,74.7
Mauricio Dubón,643289,4,2024–2025,0.0,0,0.11,0.0,0.286,93.7
