batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Matt Shaw,807713,1,2025,0.0,0,1.219,1.0,0.0,103.2
Michael Conforto,624424,2,2024,0.0,0,0.676,1.0,0.0,106.4
Miguel Amaya,665804,3,2024,0.333,0,0.631,0.5,0.333,96.2
Ian Happ,664023,6,2024–2025,0.333,1,0.529,0.6,0.2,87.0
Michael Busch,683737,9,2024–2025,0.556,1,0.456,0.5,0.083,93.3
Dansby Swanson,621020,7,2024,0.286,0,0.361,0.286,0.062,86.2
Nico Hoerner,663538,8,2024,0.25,1,0.312,0.429,0.059,92.1
Pete Crow-Armstrong,691718,6,2024–2025,0.333,0,0.152,0.25,0.286,78.3
Seiya Suzuki,673548,8,2024–2025,0.0,0,0.084,0.5,0.2,92.7
Carson Kelly,608348,4,2024–2025,0.0,0,0.055,0.0,0.143,86.9
