batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
David Fry,681807,2,2024,0.5,1,0.491,0.5,0.0,95.8
Brayan Rocchio,677587,6,2024–2025,0.5,0,0.447,0.8,0.1,93.8
Daniel Schneemann,682177,5,2025,0.2,1,0.417,1.0,0.286,100.4
Rhys Hoskins,656555,7,2024–2025,0.286,0,0.406,0.6,0.231,91.1
Kyle Manzardo,700932,8,2023–2025,0.125,0,0.287,0.333,0.316,90.5
Steven Kwan,680757,16,2022–2025,0.188,0,0.248,0.048,0.091,81.3
José Ramírez,608070,18,2021–2025,0.167,1,0.243,0.258,0.028,85.5
Austin Hedges,595978,5,2021–2022,0.0,0,0.188,0.25,0.364,76.3
Angel Martínez,682657,7,2025,0.0,0,0.128,0.0,0.308,82.8
Patrick Bailey,672275,5,2024–2025,0.0,0,0.037,0.0,0.333,87.0
