batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Donovan Walton,622268,3,2025–2026,0.333,1,0.736,0.5,0.25,93.1
Tommy White,695720,3,2026,0.667,0,0.426,0.333,0.0,80.5
Carlos Cortes,666126,5,2022–2026,0.6,0,0.319,0.5,0.182,94.7
Lawrence Butler,671732,18,2023–2026,0.333,1,0.307,0.583,0.415,96.0
Henry Bolte,703607,2,2026,0.0,0,0.255,0.0,0.0,65.3
Jonah Heim,641680,19,2022–2026,0.105,0,0.242,0.467,0.267,89.6
Jeff McNeil,643446,6,2023–2026,0.333,0,0.19,0.2,0.056,88.2
Denzel Clarke,672016,2,2025,0.5,0,0.138,0.0,0.0,86.2
Zack Gelof,680869,14,2023–2026,0.071,0,0.127,0.143,0.306,82.9
Shea Langeliers,669127,12,2023–2025,0.25,0,0.103,0.286,0.257,83.0
