batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Alec Bohm,664761,4,2024,0.5,1,0.7,0.667,0.154,96.9
J.T. Realmuto,592663,3,2024,0.333,0,0.476,0.5,0.429,97.4
Trea Turner,607208,3,2024,0.333,0,0.341,0.5,0.333,89.0
Bryce Harper,547180,3,2024,0.0,0,0.252,0.5,0.5,88.2
Kyle Schwarber,656941,3,2024,0.333,0,0.239,0.5,0.25,86.2
Brandon Marsh,669016,3,2024,0.333,1,0.201,1.0,0.75,97.4
Bryson Stott,681082,2,2024,0.0,0,0.008,1.0,0.5,95.2
Edmundo Sosa,624641,2,2024–2025,0.0,0,,0.0,0.2,78.7
Gabriel Rincones Jr.,687282,1,2025,0.0,0,,,0.333,
Garrett Stubbs,596117,2,2024–2025,1.0,0,,0.5,0.0,89.3
