batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Mookie Betts,605141,19,2018–2025,0.421,1,0.437,0.474,0.158,91.2
Kyle Tucker,663656,11,2022–2025,0.273,2,0.424,0.455,0.154,92.3
Freddie Freeman,518692,32,2015–2025,0.25,0,0.388,0.431,0.181,92.3
Teoscar Hernández,606192,14,2018–2025,0.214,1,0.303,0.267,0.278,80.2
Miguel Rojas,500743,27,2017–2024,0.259,0,0.3,0.314,0.083,83.7
Shohei Ohtani,660271,7,2024–2025,0.143,0,0.286,0.5,0.4,101.5
Tommy Edman,669242,15,2021–2025,0.0,0,0.275,0.45,0.079,89.1
Max Muncy,571970,19,2018–2025,0.158,0,0.243,0.429,0.296,93.4
Andy Pages,681624,8,2024–2025,0.125,0,0.161,0.4,0.444,91.4
Alex Call,669743,6,2022–2024,0.0,0,0.07,0.0,0.176,87.8
