batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Max Kepler,596146,6,2025–2026,0.5,1,0.625,0.5,0.2,88.6
Gabriel Moreno,672515,6,2025–2026,0.667,2,0.462,0.667,0.0,99.3
James McCann,543510,2,2024,0.5,0,0.386,0.0,0.429,71.5
Ketel Marte,606466,31,2018–2026,0.29,0,0.371,0.556,0.091,93.8
Ildemaro Vargas,545121,11,2019–2026,0.273,1,0.279,0.6,0.0,92.5
Geraldo Perdomo,672695,8,2022–2026,0.125,1,0.274,0.286,0.176,68.1
Nolan Arenado,571448,37,2017–2026,0.189,2,0.194,0.423,0.244,88.5
Lars Nootbaar,663457,3,2025,0.333,0,0.156,0.5,0.111,85.5
Corbin Carroll,682998,5,2025–2026,0.2,0,0.066,0.0,0.429,90.4
Tim Tawa,694374,1,2025,0.0,0,0.0,,0.0,
Jorge Barrosa,678489,3,2026,0.667,1,,0.333,0.5,78.0
Ryan Waldschmidt,814439,2,2026,1.0,0,,0.0,0.0,91.1
