batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Iván Herrera,671056,2,2024–2025,1.0,0,0.797,0.5,0.0,82.2
Thomas Saggese,695336,3,2024–2025,0.667,0,0.49,0.667,0.0,98.5
Pedro Pagés,686780,3,2024–2025,0.333,0,0.415,0.5,0.167,97.8
Alec Burleson,676475,8,2024–2025,0.0,0,0.391,0.571,0.211,92.3
Yohel Pozo,650968,2,2025,0.0,0,0.31,0.5,0.0,89.8
Masyn Winn,691026,6,2024–2025,0.333,0,0.269,0.25,0.2,85.2
Jordan Walker,691023,4,2024–2025,0.0,0,0.152,0.5,0.2,93.7
Victor Scott II,687363,2,2025,0.0,0,0.02,1.0,0.4,95.1
Nolan Gorman,669357,6,2023–2025,0.0,0,0.019,0.5,0.538,88.0
Nathan Church,701675,1,2025,0.0,0,0.0,,1.0,
