batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Kyle Karros,691720,2,2026,0.5,0,0.649,1.0,0.333,99.6
Hunter Goodman,696100,2,2026,0.0,0,0.332,0.0,0.333,86.3
TJ Rumfield,681198,3,2026,0.333,0,0.306,0.25,0.0,76.0
Willi Castro,650489,2,2025,0.0,0,0.298,1.0,0.25,102.2
Tyler Freeman,671289,4,2025–2026,0.5,0,0.264,0.667,0.286,95.5
Troy Johnston,687859,3,2026,0.333,0,0.242,0.0,0.25,83.7
Brett Sullivan,664954,5,2026,0.2,0,0.188,0.0,0.25,92.1
Edouard Julien,666397,2,2026,0.0,0,0.165,1.0,0.75,104.6
Ezequiel Tovar,678662,3,2026,0.0,0,0.143,0.0,0.0,87.1
Jake McCarthy,664983,6,2025–2026,0.167,0,0.061,0.0,0.167,78.3
Cole Carrigg,694249,2,2026,0.5,0,,0.0,0.286,70.6
