batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Adley Rutschman,668939,15,2022–2025,0.4,1,0.373,0.4,0.091,91.9
Pete Alonso,624413,11,2019–2025,0.364,0,0.355,0.417,0.25,87.8
Taylor Ward,621493,25,2018–2024,0.52,0,0.347,0.654,0.22,93.3
Leody Taveras,665750,21,2020–2023,0.333,0,0.338,0.381,0.292,87.1
Jackson Holliday,702616,4,2025,0.25,0,0.289,0.5,0.0,96.0
Coby Mayo,691723,3,2025,0.333,1,0.286,1.0,0.667,103.5
Jeremiah Jackson,669236,3,2025,0.333,0,0.267,1.0,0.5,103.2
Gunnar Henderson,683002,11,2023–2025,0.273,0,0.248,0.444,0.3,87.8
Colton Cowser,681297,6,2024,0.333,0,0.208,0.5,0.077,81.6
Blaze Alexander,677942,2,2025,0.0,0,0.168,0.0,0.0,55.1
Tyler O'Neill,641933,2,2019–2023,0.0,0,,,0.6,
