batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brandon Marsh,669016,8,2023–2025,0.625,0,0.628,0.875,0.188,100.3
Adolis García,666969,2,2022–2025,0.5,0,0.546,0.5,0.286,98.4
Alec Bohm,664761,14,2023–2025,0.286,0,0.436,0.364,0.263,90.8
Trea Turner,607208,5,2023–2025,0.6,1,0.413,0.556,0.158,92.9
Bryce Harper,547180,9,2023–2025,0.222,1,0.386,0.5,0.071,89.1
Bryson Stott,681082,10,2023–2025,0.2,0,0.383,0.4,0.238,90.8
Kyle Schwarber,656941,8,2023–2025,0.0,0,0.27,0.0,0.294,81.5
Rafael Marchán,665561,3,2025,0.0,0,0.021,0.0,0.167,80.9
Garrett Stubbs,596117,2,2023,0.0,0,0.012,0.0,0.0,88.4
Edmundo Sosa,624641,1,2023,1.0,0,,1.0,0.0,105.2
