batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Troy Johnston,687859,3,2026,0.667,0,0.611,0.0,0.286,81.2
TJ Rumfield,681198,3,2026,0.333,0,0.5,0.667,0.0,82.9
Kyle Karros,691720,2,2026,0.5,0,0.498,0.5,0.333,94.3
Tyler Freeman,671289,6,2024–2025,0.333,0,0.38,0.333,0.091,92.5
Edouard Julien,666397,6,2024–2026,0.167,1,0.369,0.5,0.2,96.0
Willi Castro,650489,8,2024–2026,0.25,0,0.324,0.667,0.25,94.7
Jake McCarthy,664983,5,2023–2026,0.2,0,0.199,0.25,0.111,77.5
Mickey Moniak,666160,7,2024–2026,0.143,0,0.177,0.0,0.091,79.2
Hunter Goodman,696100,6,2024–2026,0.0,0,0.101,,0.733,
Ezequiel Tovar,678662,2,2024,0.5,0,0.07,0.0,0.5,59.8
Brett Sullivan,664954,2,2026,0.0,0,0.008,0.0,0.333,91.2
