batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Ryan O'Hearn,656811,7,2025–2026,0.286,0,0.702,0.429,0.0,89.6
Oneil Cruz,665833,6,2024–2026,0.0,0,0.352,1.0,0.176,106.6
Nick Gonzales,693304,14,2024–2026,0.071,0,0.275,0.7,0.222,95.6
Spencer Horwitz,687462,2,2024,0.0,0,0.247,0.5,0.286,88.5
Jared Triolo,669707,12,2024–2026,0.25,0,0.242,0.286,0.25,85.4
Jake Mangum,663968,3,2026,0.333,0,0.238,0.0,0.125,86.0
Esmerlyn Valdez,699013,2,2026,0.0,0,0.233,,0.333,
Billy Cook,695257,2,2026,0.0,0,0.226,1.0,0.333,95.1
Henry Davis,680779,4,2024–2026,0.25,0,0.146,0.333,0.417,90.2
Konnor Griffin,804606,2,2026,0.0,0,0.11,0.0,0.5,93.6
Jacob Gonzalez,694378,3,2026,0.0,0,0.1,0.0,0.0,82.8
Bryan Reynolds,668804,17,2024–2026,0.059,0,0.096,0.385,0.243,89.6
Brandon Lowe,664040,3,2025,0.0,0,0.015,0.0,0.375,71.0
