batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Michael Busch,683737,7,2024–2025,0.286,1,0.6,0.333,0.1,86.3
Michael Conforto,624424,14,2019–2026,0.286,0,0.512,0.643,0.075,94.3
Alex Bregman,608324,5,2022–2023,0.0,0,0.372,0.5,0.111,89.6
Pete Crow-Armstrong,691718,3,2025,0.333,0,0.365,0.333,0.167,74.7
Miguel Amaya,665804,6,2021–2026,0.5,0,0.331,0.5,0.125,97.4
Seiya Suzuki,673548,7,2022–2025,0.286,0,0.308,0.5,0.333,93.8
Ian Happ,664023,13,2021–2025,0.308,0,0.303,0.286,0.161,82.9
Carson Kelly,608348,6,2024–2025,0.0,0,0.301,0.5,0.0,91.9
Dansby Swanson,621020,16,2019–2025,0.188,0,0.189,0.143,0.268,79.5
Matt Shaw,807713,3,2025–2026,0.333,0,0.1,0.5,0.2,88.4
Nico Hoerner,663538,10,2021–2025,0.1,0,0.091,0.0,0.125,66.8
