batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Gabriel Arias,672356,8,2023–2025,0.25,1,0.467,0.333,0.409,87.9
Michael Busch,683737,7,2024–2026,0.571,0,0.389,0.5,0.0,92.4
Miguel Amaya,665804,3,2025–2026,0.0,0,0.376,0.0,0.25,84.5
Nico Hoerner,663538,20,2023–2026,0.25,0,0.374,0.211,0.077,87.6
Matt Shaw,807713,9,2025–2026,0.222,0,0.351,0.375,0.111,85.6
Seiya Suzuki,673548,17,2023–2026,0.176,1,0.344,0.444,0.189,95.1
Ian Happ,664023,20,2023–2026,0.1,0,0.326,0.125,0.122,84.6
Alex Bregman,608324,7,2023–2026,0.143,0,0.31,0.429,0.0,86.9
Pete Crow-Armstrong,691718,13,2025–2026,0.0,0,0.275,0.429,0.267,90.9
Carson Kelly,608348,8,2025–2026,0.125,0,0.274,0.2,0.227,76.8
Tyrone Taylor,621438,6,2023–2025,0.333,0,0.186,0.333,0.222,67.2
Michael Conforto,624424,4,2024,0.0,0,0.02,0.0,0.333,85.7
