batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Matt Wallner,670242,3,2025,0.333,1,0.682,0.5,0.167,92.8
Royce Lewis,668904,3,2025,0.0,0,0.453,0.667,0.333,93.7
Kody Clemens,665019,3,2024–2025,0.0,0,0.44,0.667,0.286,82.0
Trevor Larnach,663616,5,2024–2025,0.4,0,0.428,0.667,0.0,94.3
Josh Bell,605137,9,2023–2024,0.111,1,0.39,0.556,0.118,91.9
Victor Caratini,605170,1,2023,0.0,0,0.358,0.0,0.0,91.4
Byron Buxton,621439,3,2024,0.333,0,0.34,1.0,0.2,102.3
James Outman,681546,8,2023–2024,0.125,0,0.228,0.375,0.182,84.4
Brooks Lee,686797,3,2025,0.0,0,0.216,0.5,0.25,88.1
Ryan Jeffers,680777,3,2024,0.0,0,0.155,0.5,0.333,75.1
