batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
James Wood,695578,5,2024–2026,0.6,1,0.69,0.5,0.1,96.0
Nasim Nuñez,683083,2,2026,1.0,0,0.593,0.5,0.143,68.8
Jacob Young,696285,5,2024–2026,0.6,0,0.527,0.333,0.0,73.0
Keibert Ruiz,660688,6,2024–2026,0.5,0,0.436,0.333,0.0,84.8
CJ Abrams,682928,9,2024–2026,0.333,1,0.396,0.167,0.304,87.0
Curtis Mead,678554,1,2026,0.0,0,0.391,0.0,0.0,92.5
Daylen Lile,695734,4,2025–2026,0.0,0,0.287,0.25,0.1,84.6
Luis García Jr.,671277,4,2024–2025,0.25,0,0.138,0.5,0.333,82.9
Brady House,691781,2,2026,0.0,0,0.016,0.0,0.2,90.2
Joey Wiemer,686894,2,2026,0.0,0,0.008,0.0,0.25,92.1
