batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Luis García Jr.,671277,5,2024–2025,0.4,1,0.5,0.4,0.143,80.0
James Wood,695578,5,2024–2025,0.4,0,0.481,0.6,0.133,91.8
CJ Abrams,682928,3,2025,0.333,0,0.397,0.333,0.0,85.1
Keibert Ruiz,660688,2,2024,0.5,0,0.335,0.0,0.0,74.4
Nasim Nuñez,683083,2,2024,0.0,0,0.322,0.0,0.0,65.1
Jacob Young,696285,1,2024,0.0,0,0.293,0.0,0.0,63.2
José Tena,677588,2,2024,0.0,0,0.222,1.0,0.4,97.2
Dylan Crews,686611,2,2024,0.0,0,0.144,0.333,0.0,95.0
Daylen Lile,695734,2,2025,0.0,0,0.025,0.0,0.167,71.1
Andrés Chaparro,665953,2,2024,0.0,0,,0.0,0.0,
