batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jahmai Jones,663330,2,2021,0.0,0,0.521,1.0,0.5,103.0
Willson Contreras,575929,5,2022–2026,0.2,0,0.298,0.75,0.2,100.3
Masataka Yoshida,807799,7,2023–2026,0.0,0,0.294,0.2,0.294,77.6
Connor Wong,657136,4,2023,0.0,0,0.0,0.0,0.556,84.0
Romy Gonzalez,663853,2,2023,0.0,0,0.0,,1.0,
Caleb Durbin,702332,3,2026,0.0,0,,0.5,0.3,81.6
Carlos Narváez,665966,1,2025,1.0,0,,0.0,0.5,
Ceddanne Rafaela,678882,2,2026,0.5,0,,1.0,0.5,98.8
Jarren Duran,680776,1,2026,0.0,0,,1.0,0.2,96.1
Wilyer Abreu,677800,1,2025,0.0,0,,0.0,0.0,
