batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Danny Jansen,643376,0,2018,,0,0.72,,,
Alejandro Osuna,696030,2,2025,0.5,0,0.714,0.0,0.0,77.4
Corey Seager,608369,12,2021–2025,0.25,0,0.424,0.583,0.13,94.4
Brandon Nimmo,607043,16,2018–2026,0.312,0,0.341,0.556,0.294,89.6
Ezequiel Duran,677649,8,2022–2026,0.125,0,0.341,0.5,0.133,93.1
Jake Burger,669394,11,2023–2026,0.182,0,0.298,0.667,0.211,95.4
Josh Jung,673962,6,2025–2026,0.167,0,0.225,0.5,0.333,90.5
Elias Díaz,553869,4,2019–2024,0.25,0,0.216,0.5,0.4,92.2
Nicky Lopez,670032,18,2020–2026,0.167,0,0.207,0.143,0.2,83.5
Joc Pederson,592626,14,2015–2026,0.143,0,0.142,0.167,0.312,86.1
Wyatt Langford,694671,6,2025–2026,0.333,0,0.087,0.0,0.182,86.7
Evan Carter,694497,2,2026,0.0,0,0.0,,0.571,
