batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jahmai Jones,663330,2,2026,0.5,1,0.801,0.5,0.25,95.8
Andruw Monasterio,655316,1,2026,1.0,0,0.699,1.0,0.143,104.1
Wilyer Abreu,677800,3,2026,0.333,1,0.675,1.0,0.4,108.5
Caleb Durbin,702332,1,2026,0.0,0,0.349,,0.0,
Roman Anthony,701350,1,2025,0.0,0,0.262,1.0,0.5,100.6
Isiah Kiner-Falefa,643396,4,2025–2026,0.0,0,0.246,0.333,0.167,68.3
Adley Rutschman,668939,4,2025–2026,0.0,0,0.185,0.0,0.0,88.3
Trevor Story,596115,2,2025,0.0,0,0.134,0.5,0.333,98.2
Willson Contreras,575929,4,2026,0.0,0,0.085,0.5,0.125,80.6
Jarren Duran,680776,5,2025–2026,0.0,0,0.033,0.0,0.545,87.8
Connor Wong,657136,1,2025,0.0,0,0.0,,0.0,
Mickey Gasper,681508,2,2026,0.0,0,0.0,0.0,0.0,61.6
Nate Eaton,681987,1,2026,1.0,0,,0.0,0.0,71.8
Nick Sogard,686765,2,2024–2026,0.5,0,,0.0,0.5,82.5
