batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Carson Kelly,608348,1,2022,1.0,0,0.846,0.0,0.0,89.5
Pete Crow-Armstrong,691718,0,2026,,0,0.698,,1.0,
Michael Conforto,624424,3,2016–2024,0.667,0,0.576,0.5,0.556,83.7
Matt Shaw,807713,1,2026,0.0,0,0.564,1.0,0.0,96.8
Seiya Suzuki,673548,4,2022–2026,0.25,0,0.506,0.667,0.222,89.8
Alex Bregman,608324,13,2018–2026,0.154,0,0.387,0.545,0.133,91.8
Ian Happ,664023,12,2018–2026,0.167,1,0.364,0.4,0.5,91.0
Michael Busch,683737,2,2024,0.5,0,0.349,0.0,0.0,74.0
Nico Hoerner,663538,2,2020–2026,0.0,0,0.347,0.0,0.2,60.2
Gabriel Arias,672356,1,2023,0.0,0,0.344,0.0,0.0,94.6
Tyrone Taylor,621438,3,2021–2024,0.333,0,0.306,1.0,0.4,103.4
Miguel Amaya,665804,3,2024–2026,0.0,0,0.061,0.0,0.286,87.1
