batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Jackson Chourio,694192,5,2024–2025,0.2,1,0.598,0.333,0.267,90.9
Andrew Vaughn,683734,10,2024–2026,0.2,0,0.437,0.545,0.1,92.3
Brice Turang,668930,8,2023–2025,0.375,0,0.324,0.375,0.176,86.3
William Contreras,661388,13,2023–2025,0.308,1,0.301,0.636,0.25,91.0
Joey Ortiz,687401,10,2024–2025,0.2,1,0.21,0.25,0.143,82.7
Blake Perkins,663368,16,2023–2025,0.062,0,0.17,0.091,0.2,78.8
Christian Yelich,592885,21,2023–2025,0.286,1,0.17,0.357,0.29,86.8
Gary Sánchez,596142,9,2023–2026,0.222,1,0.065,0.4,0.467,91.7
Sal Frelick,686217,4,2025–2026,0.0,0,0.004,0.333,0.286,76.3
David Hamilton,666152,2,2026,0.5,0,,0.0,0.0,92.8
