batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Edgar Quero,700337,2,2025,0.5,0,0.481,0.5,0.0,80.8
Chase Meidroth,805367,2,2025,0.0,0,0.441,0.0,0.0,80.4
Austin Hays,669720,10,2021–2025,0.0,0,0.383,0.222,0.316,84.1
Miguel Vargas,678246,6,2023–2026,0.167,0,0.292,0.5,0.125,84.9
Colson Montgomery,695657,3,2025,0.333,0,0.263,0.0,0.333,83.9
Jarred Kelenic,672284,1,2025,0.0,0,0.088,0.0,0.0,83.9
Andrew Benintendi,643217,1,2023,0.0,0,0.0,,0.667,
Derek Hill,656537,4,2022–2026,0.5,0,0.0,0.333,0.0,90.1
Drew Romo,691011,1,2025,0.0,0,,0.0,0.5,74.5
Sam Antonacci,803011,2,2026,0.5,0,,0.5,0.0,89.5
Tristan Peters,671976,1,2026,0.0,0,,1.0,0.333,100.7
