batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Brandon Nimmo,607043,5,2020–2024,0.6,0,0.696,0.4,0.071,96.6
Josh Jung,673962,6,2023–2025,0.5,0,0.538,1.0,0.2,104.0
Kyle Higashioka,543309,1,2021,0.0,0,0.486,0.0,0.0,93.1
Evan Carter,694497,6,2023–2024,0.333,1,0.398,0.667,0.385,98.3
Wyatt Langford,694671,4,2024–2025,0.0,0,0.39,0.5,0.273,85.9
Alejandro Osuna,696030,2,2025,0.5,0,0.227,0.0,0.0,84.6
Jake Burger,669394,3,2022–2023,0.0,0,0.195,0.0,0.375,77.0
Ezequiel Duran,677649,10,2022–2024,0.2,0,0.151,0.5,0.667,89.2
Joc Pederson,592626,8,2020–2025,0.125,0,0.123,0.6,0.35,93.4
Nicky Lopez,670032,3,2021–2022,0.0,0,0.035,0.0,0.167,58.0
Elias Díaz,553869,1,2021,0.0,0,0.0,,0.5,
