batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Mauricio Dubón,643289,3,2024–2026,0.333,0,0.591,1.0,0.333,100.6
Jorge Mateo,622761,2,2026,0.5,0,0.456,1.0,0.167,102.3
Michael Harris II,671739,5,2022–2026,0.2,0,0.403,0.6,0.0,99.5
Austin Riley,663586,6,2022–2026,0.167,0,0.361,0.5,0.267,92.7
Joey Bart,663698,6,2024–2026,0.167,1,0.321,0.667,0.25,96.3
Drake Baldwin,686948,4,2025–2026,0.25,0,0.21,0.333,0.364,95.1
Ozzie Albies,645277,5,2024–2026,0.0,0,0.17,0.333,0.214,89.1
Kyle Farmer,571657,4,2023–2025,0.0,0,0.166,0.5,0.0,91.7
Matt Olson,621566,6,2022–2026,0.0,0,0.158,0.5,0.333,96.0
Eli White,642201,2,2026,0.0,0,0.0,,0.5,
Dominic Smith,642086,1,2023,0.0,0,,0.0,0.0,
