batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Wade Meckler,685133,2,2026,0.5,0,0.562,0.0,0.0,87.0
Zach Neto,687263,9,2025–2026,0.222,1,0.448,0.429,0.261,90.8
Donovan Walton,622268,3,2026,0.667,0,0.418,0.333,0.25,77.4
Nolan Schanuel,694384,7,2025–2026,0.286,1,0.383,0.4,0.25,96.4
Tyler Heineman,623168,3,2026,0.333,0,0.375,0.333,0.0,78.2
Josh Lowe,666139,6,2024–2026,0.167,0,0.346,0.5,0.2,81.6
Denzer Guzman,694203,2,2026,0.0,0,0.252,0.0,0.667,74.6
Logan O'Hoppe,681351,7,2025–2026,0.143,0,0.246,0.4,0.286,86.9
Jo Adell,666176,10,2025–2026,0.2,0,0.235,0.5,0.235,93.2
Oswald Peraza,672724,2,2025,0.5,0,0.179,1.0,0.6,98.4
Vaughn Grissom,687093,3,2026,0.0,0,0.001,0.0,0.286,57.8
Jorge Soler,624585,4,2025–2026,0.0,0,0.0,,0.444,
