batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Wyatt Langford,694671,8,2025,0.5,0,0.48,0.375,0.083,88.9
Nicky Lopez,670032,1,2023–2026,1.0,0,0.471,0.5,0.0,68.8
Corey Seager,608369,11,2024–2025,0.364,1,0.442,0.75,0.227,97.2
Ezequiel Duran,677649,3,2026,0.0,0,0.386,0.333,0.2,91.0
Jake Burger,669394,7,2025–2026,0.571,0,0.383,0.6,0.273,89.0
Joc Pederson,592626,12,2023–2026,0.083,0,0.312,0.4,0.059,93.9
Elias Díaz,553869,5,2023–2026,0.4,0,0.271,0.333,0.286,83.0
Evan Carter,694497,8,2024–2026,0.125,0,0.252,0.429,0.1,93.3
Alejandro Osuna,696030,3,2025–2026,0.0,0,0.24,0.0,0.2,76.8
Josh Jung,673962,9,2023–2025,0.111,0,0.156,0.667,0.286,91.1
Brandon Nimmo,607043,7,2023–2026,0.143,0,0.126,0.25,0.333,90.6
Danny Jansen,643376,1,2023,0.0,0,0.0,0.0,0.0,75.4
