batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Enrique Hernández,571771,3,2017–2024,0.0,0,0.411,0.5,0.333,82.8
Shohei Ohtani,660271,15,2018–2025,0.2,1,0.402,0.5,0.276,90.6
Tommy Edman,669242,13,2023–2025,0.154,1,0.389,0.667,0.111,96.6
Mookie Betts,605141,15,2015–2025,0.333,0,0.363,0.562,0.167,94.1
Miguel Rojas,500743,10,2017–2025,0.4,0,0.326,0.222,0.056,85.2
Kyle Tucker,663656,5,2021–2023,0.0,0,0.27,0.5,0.2,91.8
Teoscar Hernández,606192,15,2018–2025,0.2,1,0.254,0.357,0.314,92.4
Andy Pages,681624,6,2025,0.167,1,0.245,0.5,0.3,90.7
Alex Call,669743,5,2023–2025,0.2,0,0.233,0.25,0.154,89.5
Freddie Freeman,518692,10,2017–2025,0.1,0,0.15,0.167,0.419,93.1
