batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Gabriel Moreno,672515,6,2023–2026,0.333,0,0.586,0.667,0.154,94.9
Tim Tawa,694374,1,2026,0.0,0,0.536,0.0,0.0,90.3
Ketel Marte,606466,13,2020–2026,0.462,1,0.435,0.455,0.226,91.5
Geraldo Perdomo,672695,4,2022–2026,0.25,0,0.373,0.0,0.3,76.7
Corbin Carroll,682998,6,2023–2025,0.333,0,0.229,0.6,0.182,92.8
Lars Nootbaar,663457,6,2023–2025,0.167,0,0.225,0.333,0.182,88.7
Nolan Arenado,571448,16,2020–2026,0.125,0,0.2,0.462,0.286,90.8
James McCann,543510,7,2020–2026,0.143,0,0.183,0.333,0.538,96.5
Ildemaro Vargas,545121,11,2022–2026,0.091,0,0.148,0.0,0.211,82.6
Jorge Barrosa,678489,2,2026,0.0,0,0.0,,0.75,
