batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Corey Seager,608369,8,2023–2025,0.5,2,0.884,0.625,0.19,97.3
Danny Jansen,643376,1,2023,1.0,1,0.775,1.0,0.0,100.1
Evan Carter,694497,5,2023–2026,0.4,2,0.548,0.75,0.273,97.3
Ezequiel Duran,677649,3,2026,0.333,0,0.493,0.333,0.0,97.3
Wyatt Langford,694671,7,2024–2026,0.286,1,0.463,0.667,0.111,93.9
Logan O'Hoppe,681351,4,2024–2026,0.0,0,0.43,0.0,0.364,79.8
Brandon Nimmo,607043,5,2024–2026,0.6,0,0.393,0.5,0.118,90.4
Joc Pederson,592626,4,2025–2026,0.25,0,0.338,0.0,0.2,82.6
Cam Cauley,695508,2,2026,0.0,0,0.236,0.5,0.0,93.0
Nicky Lopez,670032,9,2024–2026,0.222,0,0.222,0.222,0.0,78.8
Elias Díaz,553869,2,2026,0.0,0,0.214,0.5,0.0,94.6
Jake Burger,669394,8,2023–2026,0.375,1,0.169,0.4,0.286,92.3
