batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Adolis García,666969,1,2025,1.0,0,1.272,1.0,0.0,105.1
Trea Turner,607208,2,2025–2026,0.5,0,0.763,0.5,0.0,85.5
Brandon Marsh,669016,1,2025–2026,0.0,0,0.691,0.0,0.0,54.1
Bryson Stott,681082,2,2025–2026,0.5,0,0.545,0.5,0.0,100.2
Rafael Marchán,665561,3,2025–2026,0.333,0,0.509,0.5,0.2,95.4
Alec Bohm,664761,2,2025–2026,0.5,0,0.142,0.5,0.0,90.6
Bryce Harper,547180,1,2026,0.0,0,,1.0,0.0,95.5
Felix Reyes,694025,1,2026,0.0,0,,,0.5,
J.T. Realmuto,592663,1,2026,1.0,0,,0.0,0.0,
Kyle Schwarber,656941,1,2025–2026,1.0,1,,1.0,0.5,108.7
