batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Dylan Crews,686611,3,2025,0.0,0,1.088,0.667,0.286,99.8
Daylen Lile,695734,1,2025,1.0,0,0.747,1.0,0.0,98.6
Jacob Young,696285,1,2025,0.0,0,0.691,0.0,0.0,30.0
Keibert Ruiz,660688,1,2024–2025,0.0,0,0.65,0.0,0.0,94.1
Andrés Chaparro,665953,0,2025–2026,,0,0.464,1.0,0.333,95.8
James Wood,695578,2,2025–2026,0.0,0,0.447,0.0,0.333,80.6
Luis García Jr.,671277,4,2024–2026,0.5,0,0.423,0.5,0.0,97.2
CJ Abrams,682928,1,2025,0.0,0,0.371,0.0,0.2,87.5
José Tena,677588,2,2024–2025,0.0,0,0.336,0.0,0.2,77.6
Nasim Nuñez,683083,1,2026,0.0,0,0.0,,0.333,
Drew Millas,686452,1,2025,0.0,0,,0.0,0.0,70.4
