batter_name,batter_id,abs,seasons,batting_avg,home_runs,xwoba,hard_hit_pct,whiff_pct,avg_exit_velo
Max Muncy,571970,20,2020–2026,0.15,0,0.408,0.474,0.303,87.9
Kyle Tucker,663656,14,2020–2026,0.357,0,0.381,0.5,0.2,94.2
Alex Call,669743,2,2024,0.5,0,0.373,0.0,0.0,74.2
Shohei Ohtani,660271,11,2020–2026,0.182,0,0.332,0.625,0.379,95.9
Miguel Rojas,500743,9,2022–2026,0.444,0,0.324,0.4,0.118,89.2
Will Smith,669257,21,2020–2026,0.19,0,0.31,0.348,0.149,86.3
Freddie Freeman,518692,19,2021–2026,0.316,1,0.289,0.348,0.153,87.1
Andy Pages,681624,8,2024–2026,0.375,1,0.283,0.429,0.143,88.6
Mookie Betts,605141,17,2020–2026,0.176,0,0.246,0.333,0.214,88.6
Alex Freeland,690976,3,2025–2026,0.0,0,0.0,,0.286,
Dalton Rushing,687221,1,2026,0.0,0,,0.0,0.0,71.8
Santiago Espinal,669289,1,2026,0.0,0,,,0.0,
